;Author username;Author tag;Author avatar;Is bot;Date;Content;Mentions;Attachments;channel;sentiment_roberta;score_roberta
918;[ECL] CʀʏᴘᴛᴏSᴇʟᴇᴄᴛᴏ ⛩;#3153;https://cdn.discordapp.com/avatars/311964973226131460/555f031c1d6ebc1513bc9b0a3dfb8a93.png;No;18/04/2022 00:19:10;can't share link;;;sa_askaquestion;Neutral;0.5149011611938477
919;[ECL] CʀʏᴘᴛᴏSᴇʟᴇᴄᴛᴏ ⛩;#3153;https://cdn.discordapp.com/avatars/311964973226131460/555f031c1d6ebc1513bc9b0a3dfb8a93.png;No;18/04/2022 00:19:07;xD;;;sa_askaquestion;Neutral;0.4907624125480652
920;Tigu;#5262;https://cdn.discordapp.com/avatars/851644449410121749/eb28cd7d5f9659b606bb4ec5ea20bb20.png;Yes;18/04/2022 00:19:03;nan;;;sa_askaquestion;Neutral;0.6808651089668274
921;SquallMacthorio;#0646;https://cdn.discordapp.com/avatars/939517476595695637/4e483b792084cb63748dfc03729ed229.png;No;17/04/2022 23:51:27;Out of my computer now;;;sa_askaquestion;Neutral;0.8412456512451172
922;SquallMacthorio;#0646;https://cdn.discordapp.com/avatars/939517476595695637/4e483b792084cb63748dfc03729ed229.png;No;17/04/2022 23:51:19;Does someone have the GAO2 brochure link?;;;sa_askaquestion;Neutral;0.9478541612625122
923;krø;#9526;https://cdn.discordapp.com/avatars/681407658049273887/f9b5eb4951767d09bfdd26b67da0cece.png;No;17/04/2022 22:08:46;Use Binance or other cex to send some sol to your wallet;Llama Master Aqnis#7955;;sa_askaquestion;Neutral;0.8668045997619629
924;Llama Master Aqnis;#7955;https://cdn.discordapp.com/avatars/956576122303291462/1a5463d04082c4bc55e69275fe50de5a.png;No;17/04/2022 21:01:27;Sorry please;odvb#5100;;sa_askaquestion;Neutral;0.6362067461013794
925;odvb;#5100;https://cdn.discordapp.com/avatars/272315185090527233/a_7b9842b43250be9b32758291d56afd16.gif;No;17/04/2022 21:00:52;yeah you took to long;;;sa_askaquestion;Negative;0.7485641837120056
926;Llama Master Aqnis;#7955;https://cdn.discordapp.com/avatars/956576122303291462/1a5463d04082c4bc55e69275fe50de5a.png;No;17/04/2022 20:59:45;I cant send you dm;odvb#5100;;sa_askaquestion;Neutral;0.7674741744995117
927;odvb;#5100;https://cdn.discordapp.com/avatars/272315185090527233/a_7b9842b43250be9b32758291d56afd16.gif;No;17/04/2022 20:55:07;https://jup.ag/swap/USDC-SOL swap here;;;sa_askaquestion;Neutral;0.9303252696990967
928;Llama Master Aqnis;#7955;https://cdn.discordapp.com/avatars/956576122303291462/1a5463d04082c4bc55e69275fe50de5a.png;No;17/04/2022 20:54:05;Could you send me a dm please;;;sa_askaquestion;Neutral;0.8221727609634399
929;odvb;#5100;https://cdn.discordapp.com/avatars/272315185090527233/a_7b9842b43250be9b32758291d56afd16.gif;No;17/04/2022 20:52:57;you can delete it later;;;sa_askaquestion;Neutral;0.6347798705101013
930;odvb;#5100;https://cdn.discordapp.com/avatars/272315185090527233/a_7b9842b43250be9b32758291d56afd16.gif;No;17/04/2022 20:52:50;can you post the wallet address i dont want to do dm;;;sa_askaquestion;Negative;0.5343100428581238
931;Llama Master Aqnis;#7955;https://cdn.discordapp.com/avatars/956576122303291462/1a5463d04082c4bc55e69275fe50de5a.png;No;17/04/2022 20:51:53;That would be amazing;;;sa_askaquestion;Positive;0.9675018787384033
932;odvb;#5100;https://cdn.discordapp.com/avatars/272315185090527233/a_7b9842b43250be9b32758291d56afd16.gif;No;17/04/2022 20:50:55;so you have usdc in the wallet i could send you some little sol so you can swap for more;Llama Master Aqnis#7955;;sa_askaquestion;Neutral;0.8685418963432312
933;odvb;#5100;https://cdn.discordapp.com/avatars/272315185090527233/a_7b9842b43250be9b32758291d56afd16.gif;No;17/04/2022 20:49:21;maybe there is a faucet somewhere;;;sa_askaquestion;Neutral;0.8705806732177734
934;odvb;#5100;https://cdn.discordapp.com/avatars/272315185090527233/a_7b9842b43250be9b32758291d56afd16.gif;No;17/04/2022 20:49:08;no i dont know any way on polygon there is option to swap for fees but i dont know any service like this on solana;;;sa_askaquestion;Negative;0.5806754231452942
935;Llama Master Aqnis;#7955;https://cdn.discordapp.com/avatars/956576122303291462/1a5463d04082c4bc55e69275fe50de5a.png;No;17/04/2022 20:48:59;Goes it with just sol?;;;sa_askaquestion;Neutral;0.9208523035049438
936;Llama Master Aqnis;#7955;https://cdn.discordapp.com/avatars/956576122303291462/1a5463d04082c4bc55e69275fe50de5a.png;No;17/04/2022 20:48:25;Can´t I chance the fee coin somehow by Phantom?;;;sa_askaquestion;Neutral;0.7384039759635925
937;odvb;#5100;https://cdn.discordapp.com/avatars/272315185090527233/a_7b9842b43250be9b32758291d56afd16.gif;No;17/04/2022 20:48:09;happend to me before exchanges are evil;;;sa_askaquestion;Negative;0.6711170673370361
938;Llama Master Aqnis;#7955;https://cdn.discordapp.com/avatars/956576122303291462/1a5463d04082c4bc55e69275fe50de5a.png;No;17/04/2022 20:47:45;Yeah and just because I´m losing my chance to mint from a whitelist...;;;sa_askaquestion;Negative;0.8863930702209473
939;odvb;#5100;https://cdn.discordapp.com/avatars/272315185090527233/a_7b9842b43250be9b32758291d56afd16.gif;No;17/04/2022 20:47:15;that sux;;;sa_askaquestion;Negative;0.8642479777336121
940;Llama Master Aqnis;#7955;https://cdn.discordapp.com/avatars/956576122303291462/1a5463d04082c4bc55e69275fe50de5a.png;No;17/04/2022 20:47:07;And Coinbase has problem with sol network So I can´t send any sol;;;sa_askaquestion;Negative;0.8271777629852295
941;odvb;#5100;https://cdn.discordapp.com/avatars/272315185090527233/a_7b9842b43250be9b32758291d56afd16.gif;No;17/04/2022 20:46:47;so get sol on coinbase;;;sa_askaquestion;Neutral;0.8219002485275269
942;Llama Master Aqnis;#7955;https://cdn.discordapp.com/avatars/956576122303291462/1a5463d04082c4bc55e69275fe50de5a.png;No;17/04/2022 20:46:39;From Coinbase;;;sa_askaquestion;Neutral;0.7747198343276978
943;odvb;#5100;https://cdn.discordapp.com/avatars/272315185090527233/a_7b9842b43250be9b32758291d56afd16.gif;No;17/04/2022 20:46:37;from an exchange?;;;sa_askaquestion;Neutral;0.8881683349609375
944;odvb;#5100;https://cdn.discordapp.com/avatars/272315185090527233/a_7b9842b43250be9b32758291d56afd16.gif;No;17/04/2022 20:46:29;how did you get the usdc in there?;Llama Master Aqnis#7955;;sa_askaquestion;Neutral;0.9537378549575806
945;Llama Master Aqnis;#7955;https://cdn.discordapp.com/avatars/956576122303291462/1a5463d04082c4bc55e69275fe50de5a.png;No;17/04/2022 20:46:12;I know but it doesn´t make sence. I need sol to have sol...;;;sa_askaquestion;Negative;0.699087917804718
946;odvb;#5100;https://cdn.discordapp.com/avatars/272315185090527233/a_7b9842b43250be9b32758291d56afd16.gif;No;17/04/2022 20:45:45;you need sol inthe wallet for fees every transaction takes fees little fees but you need sol...;Llama Master Aqnis#7955;;sa_askaquestion;Neutral;0.6046863198280334
947;Llama Master Aqnis;#7955;https://cdn.discordapp.com/avatars/956576122303291462/1a5463d04082c4bc55e69275fe50de5a.png;No;17/04/2022 20:44:58;Is there any chance to change the fee coin from sol to for example usdc by Phantom Sol network has still problem and I can´t send from other wallets And I can not trade my usdc to sol by Phantom Please help!;;;sa_askaquestion;Negative;0.676598072052002
948;odvb;#5100;https://cdn.discordapp.com/avatars/272315185090527233/a_7b9842b43250be9b32758291d56afd16.gif;No;17/04/2022 20:44:23;keep the star atlas ones as long you play otherwise you get bugs when unstaking the ships;Raise9#8787;;sa_askaquestion;Neutral;0.8102654814720154
949;Raise9;#8787;https://cdn.discordapp.com/avatars/320584509286514689/0c963d6e05dc64488ad5ec11dd9cccc6.png;No;17/04/2022 19:52:07;I found a lot of orders there if I cancel them can I get some kind of commission back?;Duncan Idaho [TREE]#0174;;sa_askaquestion;Neutral;0.7475166320800781
950;Raise9;#8787;https://cdn.discordapp.com/avatars/320584509286514689/0c963d6e05dc64488ad5ec11dd9cccc6.png;No;17/04/2022 19:42:10;Yes;Duncan Idaho [TREE]#0174;;sa_askaquestion;Positive;0.4553408920764923
951;Duncan Idaho [TREE];#0174;https://cdn.discordapp.com/avatars/923715016153256006/62c68be9678aed2aab349884cad2a461.png;No;17/04/2022 18:57:15;On step finance did you go to accounts from the menu on the left?;Raise9#8787;;sa_askaquestion;Neutral;0.9174486398696899
952;Duncan Idaho [TREE];#0174;https://cdn.discordapp.com/avatars/923715016153256006/62c68be9678aed2aab349884cad2a461.png;No;17/04/2022 18:52:07;Ok I think you'll need to <#895336048517849099 to get additional assistance.;Raise9#8787;;sa_askaquestion;Neutral;0.8848035931587219
953;Raise9;#8787;https://cdn.discordapp.com/avatars/320584509286514689/0c963d6e05dc64488ad5ec11dd9cccc6.png;No;17/04/2022 18:29:17;I made a request but when I try to withdraw it still writes an error!;Duncan Idaho [TREE]#0174;;sa_askaquestion;Negative;0.7810372710227966
954;Raise9;#8787;https://cdn.discordapp.com/avatars/320584509286514689/0c963d6e05dc64488ad5ec11dd9cccc6.png;No;17/04/2022 18:28:21;I make a purchase request on the market but nothing happens the window on the bottom left shows that the transaction has passed!;Duncan Idaho [TREE]#0174;;sa_askaquestion;Negative;0.7306667566299438
955;Raise9;#8787;https://cdn.discordapp.com/avatars/320584509286514689/0c963d6e05dc64488ad5ec11dd9cccc6.png;No;17/04/2022 18:25:33;I went to Step Finance and there I see that my ships are displayed as in staking;Duncan Idaho [TREE]#0174;;sa_askaquestion;Neutral;0.9085956811904907
956;Duncan Idaho [TREE];#0174;https://cdn.discordapp.com/avatars/923715016153256006/62c68be9678aed2aab349884cad2a461.png;No;17/04/2022 18:22:15;If you don't have an open rent account for the ship type or resources they have nowhere to go when you try to withdraw your ship.;;;sa_askaquestion;Negative;0.6101425886154175
957;Duncan Idaho [TREE];#0174;https://cdn.discordapp.com/avatars/923715016153256006/62c68be9678aed2aab349884cad2a461.png;No;17/04/2022 18:21:37;"If any are missing you need to reestablish them You can do this simply by placing a bid to buy a ship of the model you are attempting to withdraw or any missing resource accounts Your bid need only be 1 atlas After placing the bid cancel it and the ""rent account will be opened.";;;sa_askaquestion;Neutral;0.8308530449867249
958;Duncan Idaho [TREE];#0174;https://cdn.discordapp.com/avatars/923715016153256006/62c68be9678aed2aab349884cad2a461.png;No;17/04/2022 18:19:23;Go to step(dot)finance and check accounts You should see an account for your ship model and one for each resource.;Raise9#8787;;sa_askaquestion;Neutral;0.9211925864219666
959;Raise9;#8787;https://cdn.discordapp.com/avatars/320584509286514689/0c963d6e05dc64488ad5ec11dd9cccc6.png;No;17/04/2022 18:18:23;"The fleet writes to me that 100% What does 3 mean You have closed your ""lease whey index accounts I didn't press anything on the serum";Duncan Idaho [TREE]#0174;;sa_askaquestion;Neutral;0.6789637804031372
960;Duncan Idaho [TREE];#0174;https://cdn.discordapp.com/avatars/923715016153256006/62c68be9678aed2aab349884cad2a461.png;No;17/04/2022 18:16:32;"Three common issues 1 Insufficient sol in your wallet 2 Not enough toolkits to bring fleet to 100 health 3 You've reclaimed your serum dex ""rent accounts.";Raise9#8787;;sa_askaquestion;Negative;0.7627267837524414
961;Raise9;#8787;https://cdn.discordapp.com/avatars/320584509286514689/0c963d6e05dc64488ad5ec11dd9cccc6.png;No;17/04/2022 18:10:00;what's the problem why can't I withdraw my fleet?;;;sa_askaquestion;Negative;0.7142150402069092
962;Raise9;#8787;https://cdn.discordapp.com/avatars/320584509286514689/0c963d6e05dc64488ad5ec11dd9cccc6.png;No;17/04/2022 18:09:41;[~There was an issue with your request Something went wrong while processing your request ~];;;sa_askaquestion;Negative;0.8361560106277466
963;Bazoo;#0001;https://cdn.discordapp.com/avatars/275980581848875008/5bf15b91ad69de0ef212a7862c117d1a.png;No;17/04/2022 11:49:54;Cant send a link here Google star atlas exchange;Mandalor09#0788;;sa_askaquestion;Neutral;0.6979053616523743
964;Tigu;#5262;https://cdn.discordapp.com/avatars/851644449410121749/eb28cd7d5f9659b606bb4ec5ea20bb20.png;Yes;17/04/2022 11:49:05;nan;;;sa_askaquestion;Neutral;0.6808651089668274
965;Mandalor09;#0788;https://discord.com/assets/6debd47ed13483642cf09e832ed0bc1b.png;No;17/04/2022 11:09:47;can anyone let me know what was the price of PEARCE X5 ship before 2 months.;;;sa_askaquestion;Neutral;0.8659588098526001
966;Gwana;#8348;https://cdn.discordapp.com/avatars/302957826081423400/305cb795e53485e04c596e0634304105.png;No;17/04/2022 09:25:52;What you’re asking for at this stage of technology is irresponsible;;;sa_askaquestion;Negative;0.8200746178627014
967;Gwana;#8348;https://cdn.discordapp.com/avatars/302957826081423400/305cb795e53485e04c596e0634304105.png;No;17/04/2022 09:25:36;Which you have to sign and confirm;;;sa_askaquestion;Neutral;0.9200121164321899
968;Gwana;#8348;https://cdn.discordapp.com/avatars/302957826081423400/305cb795e53485e04c596e0634304105.png;No;17/04/2022 09:25:29;That is because it is wrapped up with the tx;Sharky#1371;;sa_askaquestion;Neutral;0.8903685212135315
969;jay the god;#1296;https://cdn.discordapp.com/avatars/915875491276263445/0390e329b95183d35dd66ce06626a43a.png;No;17/04/2022 08:56:47;"Hopefully it doesn't get higher ;-;";;;sa_askaquestion;Negative;0.5462353229522705
970;jay the god;#1296;https://cdn.discordapp.com/avatars/915875491276263445/0390e329b95183d35dd66ce06626a43a.png;No;17/04/2022 08:56:13;When my dad comes home i might ask him to buy that much or just wait till my bday;;;sa_askaquestion;Neutral;0.7562428116798401
971;jay the god;#1296;https://cdn.discordapp.com/avatars/915875491276263445/0390e329b95183d35dd66ce06626a43a.png;No;17/04/2022 08:55:41;It's only 6.70 usd;;;sa_askaquestion;Neutral;0.7969635725021362
972;jay the god;#1296;https://cdn.discordapp.com/avatars/915875491276263445/0390e329b95183d35dd66ce06626a43a.png;No;17/04/2022 08:55:16;O that's actually kinda low;;;sa_askaquestion;Negative;0.8113075494766235
973;jay the god;#1296;https://cdn.discordapp.com/avatars/915875491276263445/0390e329b95183d35dd66ce06626a43a.png;No;17/04/2022 08:54:50;Hold up lemme see how much Sol is;;;sa_askaquestion;Neutral;0.8738887906074524
974;Shrrgnien;#0083;https://cdn.discordapp.com/avatars/626871000407212054/c6c5f4b8efee98278e316a903f92daf0.png;No;17/04/2022 08:54:20;I think you'd need like $30 USD don't quote me x3 I'm Aussie myself and it's been a while since I got it all done haha;;;sa_askaquestion;Neutral;0.5763130187988281
975;jay the god;#1296;https://cdn.discordapp.com/avatars/915875491276263445/0390e329b95183d35dd66ce06626a43a.png;No;17/04/2022 08:53:37;Oh i can't afford that cus I'm Indian and 100 usd alot for me and for 25 its way too much :C;Shrrgnien#0083;;sa_askaquestion;Negative;0.8966852426528931
976;Shrrgnien;#0083;https://cdn.discordapp.com/avatars/626871000407212054/c6c5f4b8efee98278e316a903f92daf0.png;No;17/04/2022 08:52:32;I can't remember exactly how much it was like .025 I think. but you'll need it for any first transaction including buying ships and resources After the first you don't have to do it again and it's all refundable if you ever decide to quit playing;jay the god#1296;;sa_askaquestion;Neutral;0.7990413904190063
977;jay the god;#1296;https://cdn.discordapp.com/avatars/915875491276263445/0390e329b95183d35dd66ce06626a43a.png;No;17/04/2022 08:51:26;I have none;;;sa_askaquestion;Neutral;0.5840878486633301
978;jay the god;#1296;https://cdn.discordapp.com/avatars/915875491276263445/0390e329b95183d35dd66ce06626a43a.png;No;17/04/2022 08:51:18;How much do you need to play?;Shrrgnien#0083;;sa_askaquestion;Neutral;0.9236215353012085
979;Shrrgnien;#0083;https://cdn.discordapp.com/avatars/626871000407212054/c6c5f4b8efee98278e316a903f92daf0.png;No;17/04/2022 08:50:51;Have you got enough Sol in your connected wallet? That's what had me stumped when first trying to start playing;jay the god#1296;;sa_askaquestion;Neutral;0.6408640146255493
980;jay the god;#1296;https://cdn.discordapp.com/avatars/915875491276263445/0390e329b95183d35dd66ce06626a43a.png;No;17/04/2022 08:50:26;I tried again and it showed this can anyone help me out i rlly wanna try playing this game;;https://cdn.discordapp.com/attachments/950465096377835600/965142176717746187/20220417_121951.jpg;sa_askaquestion;Neutral;0.5275267362594604
981;jay the god;#1296;https://cdn.discordapp.com/avatars/915875491276263445/0390e329b95183d35dd66ce06626a43a.png;No;17/04/2022 08:27:08;ANYONE?;;;sa_askaquestion;Neutral;0.7982187867164612
982;Sharky;#1371;https://cdn.discordapp.com/avatars/882251789045481544/89d4e72ab7545040845bfc403327a5e8.png;No;17/04/2022 08:18:32;Not sure what you mean as the option is available upon enlisting so why not have the option to enable once staked;Gwana#8348;https://cdn.discordapp.com/attachments/950465096377835600/965134148899590174/pic_1.jpg;sa_askaquestion;Neutral;0.9045451879501343
983;jay the god;#1296;https://cdn.discordapp.com/avatars/915875491276263445/0390e329b95183d35dd66ce06626a43a.png;No;17/04/2022 08:16:37;uh anyone?;;;sa_askaquestion;Neutral;0.9089221358299255
984;Gwana;#8348;https://cdn.discordapp.com/avatars/302957826081423400/305cb795e53485e04c596e0634304105.png;No;17/04/2022 08:14:16;Still now that defeats the point of having a wallet;Sharky#1371;;sa_askaquestion;Negative;0.7095792293548584
985;Sharky;#1371;https://cdn.discordapp.com/avatars/882251789045481544/89d4e72ab7545040845bfc403327a5e8.png;No;17/04/2022 08:13:42;would be a good to have the ability to have the toggle available once staked I know this means development but gives the player opportunity to change later on once staked 🙏;Gwana#8348;;sa_askaquestion;Positive;0.7063146829605103
986;jay the god;#1296;https://cdn.discordapp.com/avatars/915875491276263445/0390e329b95183d35dd66ce06626a43a.png;No;17/04/2022 08:11:24;Im trying to pick mud faction but this keeps showing up can anyone help me out?;;https://cdn.discordapp.com/attachments/950465096377835600/965132352407887932/20220417_114019.jpg;sa_askaquestion;Negative;0.630203366279602
987;Gwana;#8348;https://cdn.discordapp.com/avatars/302957826081423400/305cb795e53485e04c596e0634304105.png;No;17/04/2022 08:11:18;No;Sharky#1371;;sa_askaquestion;Neutral;0.44064971804618835
988;Sharky;#1371;https://cdn.discordapp.com/avatars/882251789045481544/89d4e72ab7545040845bfc403327a5e8.png;No;17/04/2022 08:05:33;once fleet enlisted any chance to enable auto toggle to consume resources from inventory or do you have to remove first and then re-enlist?;;;sa_askaquestion;Neutral;0.9121339917182922
989;Gwana;#8348;https://cdn.discordapp.com/avatars/302957826081423400/305cb795e53485e04c596e0634304105.png;No;17/04/2022 08:00:18;Nope not yet;Blockchain Boriqua#6277;;sa_askaquestion;Neutral;0.7312860488891602
990;Blockchain Boriqua;#6277;https://cdn.discordapp.com/avatars/594494493902766111/e95a019c5b882320f15b50fa243f8abd.png;No;17/04/2022 07:42:37;Any idea when the structures will be open for sale Thanks and have a blessed day.;;;sa_askaquestion;Positive;0.7797120213508606
991;DegenGenerati◎n;#4206;https://cdn.discordapp.com/avatars/706781653695070218/ca8617178727ca9c4197130930dd2754.png;No;17/04/2022 04:48:54;<@!950899651396112474 u also have to claim in inventory if u actually bought it in marketplace.;"[DARK]Braden#9127
Duncan Idaho [TREE]#0174";;sa_askaquestion;Neutral;0.9048425555229187
992;Duncan Idaho [TREE];#0174;https://cdn.discordapp.com/avatars/923715016153256006/62c68be9678aed2aab349884cad2a461.png;No;17/04/2022 03:44:16;What part?;[DARK]Braden#9127;https://cdn.discordapp.com/attachments/950465096377835600/965065127177093141/unknown.png;sa_askaquestion;Neutral;0.8572688698768616
993;[DARK]Braden;#9127;https://cdn.discordapp.com/avatars/950899651396112474/36d722c1c50783ec5ac7a356e7f0fee1.png;No;17/04/2022 03:40:36;I cant figure it out;;;sa_askaquestion;Negative;0.6276088953018188
994;[DARK]Braden;#9127;https://cdn.discordapp.com/avatars/950899651396112474/36d722c1c50783ec5ac7a356e7f0fee1.png;No;17/04/2022 03:40:27;Yep!;DegenGenerati◎n#4206;;sa_askaquestion;Positive;0.7241703271865845
995;DegenGenerati◎n;#4206;https://cdn.discordapp.com/avatars/706781653695070218/ca8617178727ca9c4197130930dd2754.png;No;17/04/2022 03:16:34;Do u have $sol for transaction fee ?;[DARK]Braden#9127;;sa_askaquestion;Neutral;0.9292500615119934
996;[DARK]Braden;#9127;https://cdn.discordapp.com/avatars/950899651396112474/36d722c1c50783ec5ac7a356e7f0fee1.png;No;17/04/2022 02:56:12;Can someone help me? Im new to Star Atlas I have money in my Phantom wallet and want to buy a ship I am purchasing it is USDC but the transaction doesnt go through;;;sa_askaquestion;Neutral;0.5052530765533447
997;YR;#3639;https://cdn.discordapp.com/avatars/797636065712275468/da727c39566809f4d20f31ae53dc9051.png;No;17/04/2022 01:00:06;Yes;shasa#5458;;sa_askaquestion;Positive;0.4553408920764923
998;shasa;#5458;https://discord.com/assets/6debd47ed13483642cf09e832ed0bc1b.png;No;17/04/2022 00:55:59;is it possible now to buy toolkit?;;;sa_askaquestion;Neutral;0.9376615285873413
999;shasa;#5458;https://discord.com/assets/6debd47ed13483642cf09e832ed0bc1b.png;No;17/04/2022 00:55:46;oh sorry;;;sa_askaquestion;Negative;0.6103631854057312
1000;Stick;#0101;https://cdn.discordapp.com/avatars/735921568869384192/1f9720425d9db119afc1344b2bfff7e3.png;No;16/04/2022 23:00:27;https://tenor.com/view/youre-welcome-pleasure-keanu-reeves-its-a-pleasure-thank-you-gif-18395277;;;sa_askaquestion;Positive;0.927135705947876
1001;Stick;#0101;https://cdn.discordapp.com/avatars/735921568869384192/1f9720425d9db119afc1344b2bfff7e3.png;No;16/04/2022 23:00:11;Youre welcome fren!;Snakedocerrado#0467;;sa_askaquestion;Positive;0.9527693390846252
1002;Snakedocerrado;#0467;https://cdn.discordapp.com/avatars/435797727578947595/7ccb0717162ef40b7570f5116028aabb.png;No;16/04/2022 22:54:01;< >;Stick#0101;;sa_askaquestion;Neutral;0.7560250759124756
1003;Snakedocerrado;#0467;https://cdn.discordapp.com/avatars/435797727578947595/7ccb0717162ef40b7570f5116028aabb.png;No;16/04/2022 22:53:45;Thanks;;;sa_askaquestion;Positive;0.715067982673645
1004;Stick;#0101;https://cdn.discordapp.com/avatars/735921568869384192/1f9720425d9db119afc1344b2bfff7e3.png;No;16/04/2022 22:40:08;https://play.staratlas.com/fleet;Snakedocerrado#0467;https://cdn.discordapp.com/attachments/950465096377835600/964988589698060338/doc_2022-04-16_17-36-20.mp4;sa_askaquestion;Neutral;0.8545282483100891
1005;Stick;#0101;https://cdn.discordapp.com/avatars/735921568869384192/1f9720425d9db119afc1344b2bfff7e3.png;No;16/04/2022 22:39:41;You can do it from the marketplace https://play.staratlas.com/market;Snakedocerrado#0467;;sa_askaquestion;Neutral;0.7420148253440857
1006;Stick;#0101;https://cdn.discordapp.com/avatars/735921568869384192/1f9720425d9db119afc1344b2bfff7e3.png;No;16/04/2022 22:38:21;Hey English is the language used in these channels but you can communicate in Italian on this channel <#836244660761526324>;shasa#5458;;sa_askaquestion;Neutral;0.8647189140319824
1007;Snakedocerrado;#0467;https://cdn.discordapp.com/avatars/435797727578947595/7ccb0717162ef40b7570f5116028aabb.png;No;16/04/2022 22:27:01;where i do the unlistment<;;;sa_askaquestion;Neutral;0.8470247387886047
1008;Snakedocerrado;#0467;https://cdn.discordapp.com/avatars/435797727578947595/7ccb0717162ef40b7570f5116028aabb.png;No;16/04/2022 22:26:33;how can i do to sell a ship<;;;sa_askaquestion;Neutral;0.8392613530158997
1009;shasa;#5458;https://discord.com/assets/6debd47ed13483642cf09e832ed0bc1b.png;No;16/04/2022 22:00:34;io ho provato mercoledi e nn funzionava;;;sa_askaquestion;Neutral;0.8073821067810059
1010;shasa;#5458;https://discord.com/assets/6debd47ed13483642cf09e832ed0bc1b.png;No;16/04/2022 22:00:21;ciao si riescono a comprare i toolkit ora o sono ancora bloccati???;;;sa_askaquestion;Neutral;0.899901270866394
1011;SquallMacthorio;#0646;https://cdn.discordapp.com/avatars/939517476595695637/4e483b792084cb63748dfc03729ed229.png;No;16/04/2022 21:26:52;Always glad to help friend;Zirian#7065;;sa_askaquestion;Positive;0.9481219053268433
1012;Zirian;#7065;https://cdn.discordapp.com/avatars/330787833226723328/67e39d268e780469640c9f930765382a.png;No;16/04/2022 21:23:32;Ok thanks m8 you save me from anxiety 🙏;;;sa_askaquestion;Positive;0.8506884574890137
1013;SquallMacthorio;#0646;https://cdn.discordapp.com/avatars/939517476595695637/4e483b792084cb63748dfc03729ed229.png;No;16/04/2022 21:22:49;Don't worry just leave it empty;Zirian#7065;;sa_askaquestion;Neutral;0.5797960162162781
1014;Zirian;#7065;https://cdn.discordapp.com/avatars/330787833226723328/67e39d268e780469640c9f930765382a.png;No;16/04/2022 21:20:32;Right So we are agree that i risk nothing to leave the old account without any coin The hacker cannot use it to do some sh*t?;;;sa_askaquestion;Negative;0.5457922220230103
1015;SquallMacthorio;#0646;https://cdn.discordapp.com/avatars/939517476595695637/4e483b792084cb63748dfc03729ed229.png;No;16/04/2022 21:19:29;Always glad to help;MX5#4057;;sa_askaquestion;Positive;0.9305285811424255
1016;SquallMacthorio;#0646;https://cdn.discordapp.com/avatars/939517476595695637/4e483b792084cb63748dfc03729ed229.png;No;16/04/2022 21:18:46;IF I were you I would do a full format before creating a new account;Zirian#7065;;sa_askaquestion;Neutral;0.7389811873435974
1017;SquallMacthorio;#0646;https://cdn.discordapp.com/avatars/939517476595695637/4e483b792084cb63748dfc03729ed229.png;No;16/04/2022 21:18:13;Mine too Don't worry I can help more if you speak portuguese;Zirian#7065;;sa_askaquestion;Positive;0.8120582699775696
1018;MX5;#4057;https://discord.com/assets/6debd47ed13483642cf09e832ed0bc1b.png;No;16/04/2022 21:16:11;Thanks;SquallMacthorio#0646;;sa_askaquestion;Positive;0.715067982673645
1019;Zirian;#7065;https://cdn.discordapp.com/avatars/330787833226723328/67e39d268e780469640c9f930765382a.png;No;16/04/2022 21:04:18;Thanks for answer m8 (my english is quite bad…);SquallMacthorio#0646;;sa_askaquestion;Neutral;0.4460810124874115
1020;Zirian;#7065;https://cdn.discordapp.com/avatars/330787833226723328/67e39d268e780469640c9f930765382a.png;No;16/04/2022 21:03:51;Ok the guy who stole my account has already send everything to his account So about Phantom i will create an new wallet but i don’t risk anything by letting open my old hacked account ? (I cannot close it);;;sa_askaquestion;Negative;0.6067437529563904
1021;SquallMacthorio;#0646;https://cdn.discordapp.com/avatars/939517476595695637/4e483b792084cb63748dfc03729ed229.png;No;16/04/2022 21:01:14;If they see your account have something worth the risk they will transfer SOL into your account just to withdraw your assets.;Zirian#7065;;sa_askaquestion;Neutral;0.6814327239990234
1022;SquallMacthorio;#0646;https://cdn.discordapp.com/avatars/939517476595695637/4e483b792084cb63748dfc03729ed229.png;No;16/04/2022 21:00:28;You claimed everything and didn't notice;;;sa_askaquestion;Neutral;0.5811635255813599
1023;SquallMacthorio;#0646;https://cdn.discordapp.com/avatars/939517476595695637/4e483b792084cb63748dfc03729ed229.png;No;16/04/2022 21:00:16;No When you do changes to your fleet the claim is automatic;MX5#4057;;sa_askaquestion;Neutral;0.879748523235321
1024;Zirian;#7065;https://cdn.discordapp.com/avatars/330787833226723328/67e39d268e780469640c9f930765382a.png;No;16/04/2022 20:47:44;Hi guys my phantom wallet just being hacked i cannot close my account Do you think i risk something by letting him open without any coin ?;;;sa_askaquestion;Negative;0.8302237391471863
1025;MX5;#4057;https://discord.com/assets/6debd47ed13483642cf09e832ed0bc1b.png;No;16/04/2022 20:00:17;Do we lose our pending rewards if we do not claim before withdrawing a fleet My pending rewards are gone after I withdrew and re-enlisted.;;;sa_askaquestion;Negative;0.553902804851532
1026;odvb;#5100;https://cdn.discordapp.com/avatars/272315185090527233/a_7b9842b43250be9b32758291d56afd16.gif;No;16/04/2022 16:43:49;should restore all 5 accounts;;;sa_askaquestion;Neutral;0.8192812204360962
