;id;url;created_at;author_id;conversation_id;in_reply_to_user_id;reply_count;like_count;retweet_count;quote_count;context_annotations;raw_text;text;sentiment_dict;sentiment_roberta;score_roberta;date
4804;1524060759432474625;https://twitter.com/twitter/statuses/1524060759432474625;2022-05-10 16:16:15+00:00;1458119014278856704;1524039955823144961;1.022188260880085e+18;0;4;0;0;[];"@bnBeth_solvax @Krit_STEPN @Stepnofficial Lol you should see my DMs!!

No joke I actually got one yesterday from somebody who scammed STEPN into thinking he was the Genesis NFT Sneaker winner. He wants to give the shoe back now because he doesn’t need it anymore 😂😂😂";_solvax _STEPN Lol you should see my DMs!! No joke I actually got one yesterday from somebody who scammed STEPN into thinking he was the Genesis NFT Sneaker winner He wants to give the shoe back now because he doesn’t need it anymore 😂😂😂;[{'label': 'Neutral', 'score': 0.47885048389434814}];Neutral;0.47885048389434814;2022-05-10
4779;1524055508314902535;https://twitter.com/twitter/statuses/1524055508314902535;2022-05-10 15:55:23+00:00;15411504;1524055508314902535;;5;9;0;0;[];"Anyone got a spare STEPN activation code? 
I'll send you a Tasty Toasty if it works.";Anyone got a spare STEPN activation code I'll send you a Tasty Toasty if it works.;[{'label': 'Neutral', 'score': 0.6133289337158203}];Neutral;0.6133289337158203;2022-05-10
4561;1524041513059115008;https://twitter.com/twitter/statuses/1524041513059115008;2022-05-10 14:59:46+00:00;142195755;1524041513059115008;;45;523;225;0;[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '913142676819648512', 'name': 'Cryptocurrencies', 'description': 'Cryptocurrency'}}, {'domain': {'id': '165', 'name': 'Technology', 'description': 'for individual and types of technology, e.g., food technology, 3D printing'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}];"Hey guys come on join the road 🚲🚀

@GoRideBSC is a Web3 lifestyle app with the combination of #SocialFi, #GameFi &amp; #Metaverse

https://t.co/fsjYZ53obk

https://t.co/TiiqqLRacE

#MoveToEarn #StepN #Move2Earn #NFT #m2e #GMT #RideToEarn #GST #Ride2Earn #PlayToEarn #GoRide https://t.co/oEy7cLkfry";Hey guys come on join the road 🚲🚀 is a Web3 lifestyle app with the combination of #SocialFi #GameFi &amp #Metaverse https://t.co/fsjYZ53obk https://t.co/TiiqqLRacE #MoveToEarn #StepN #Move2Earn #NFT #m2e #GMT #RideToEarn #GST #Ride2Earn #PlayToEarn #GoRide https://t.co/oEy7cLkfry;[{'label': 'Positive', 'score': 0.7966554164886475}];Positive;0.7966554164886475;2022-05-10
4576;1524040651108753409;https://twitter.com/twitter/statuses/1524040651108753409;2022-05-10 14:56:21+00:00;91261017;1524040651108753409;;46;475;226;0;[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '913142676819648512', 'name': 'Cryptocurrencies', 'description': 'Cryptocurrency'}}, {'domain': {'id': '165', 'name': 'Technology', 'description': 'for individual and types of technology, e.g., food technology, 3D printing'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}];"Hey guys come on join the road 🚲🚀

@GoRideBSC is a Web3 lifestyle app with the combination of #SocialFi, #GameFi &amp; #Metaverse

https://t.co/umPSnjhDa2

https://t.co/kmgwqRxGxJ

#MoveToEarn #StepN #Move2Earn #NFT #m2e #GMT #RideToEarn #GST #Ride2Earn #PlayToEarn #GoRide https://t.co/kb5mRXnQOM";Hey guys come on join the road 🚲🚀 is a Web3 lifestyle app with the combination of #SocialFi #GameFi &amp #Metaverse https://t.co/umPSnjhDa2 https://t.co/kmgwqRxGxJ #MoveToEarn #StepN #Move2Earn #NFT #m2e #GMT #RideToEarn #GST #Ride2Earn #PlayToEarn #GoRide https://t.co/kb5mRXnQOM;[{'label': 'Positive', 'score': 0.8130092024803162}];Positive;0.8130092024803162;2022-05-10
4574;1524040832118108160;https://twitter.com/twitter/statuses/1524040832118108160;2022-05-10 14:57:04+00:00;1499459847850496000;1524039955823144961;1.4824073503549932e+18;1;9;0;0;[];@Krit_STEPN @Stepnofficial Can you add another option as I Have No Clue Why People Do It 🤣🤣;_STEPN Can you add another option as I Have No Clue Why People Do It 🤣🤣;[{'label': 'Negative', 'score': 0.7060757279396057}];Negative;0.7060757279396057;2022-05-10
4572;1524040863327952898;https://twitter.com/twitter/statuses/1524040863327952898;2022-05-10 14:57:11+00:00;104879182;1524039955823144961;1.4824073503549932e+18;2;4;0;0;[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1168499224297656321', 'name': 'Discord'}}, {'domain': {'id': '165', 'name': 'Technology', 'description': 'for individual and types of technology, e.g., food technology, 3D printing'}, 'entity': {'id': '1196446161223028736', 'name': 'Social media'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10045225402', 'name': 'Twitter'}}];@Krit_STEPN @Stepnofficial I think people are afraid to doxx themselves, somehow linking that sneaker to the rest of their transactions and Twitter account or Discord account, but like you say, everything is in Spending so it doesn't link to anything?;_STEPN I think people are afraid to doxx themselves somehow linking that sneaker to the rest of their transactions and Twitter account or Discord account but like you say everything is in Spending so it doesn't link to anything?;[{'label': 'Neutral', 'score': 0.5665935277938843}];Neutral;0.5665935277938843;2022-05-10
4568;1524041144153391107;https://twitter.com/twitter/statuses/1524041144153391107;2022-05-10 14:58:18+00:00;488114005;1524041144153391107;;39;470;225;0;[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '913142676819648512', 'name': 'Cryptocurrencies', 'description': 'Cryptocurrency'}}, {'domain': {'id': '165', 'name': 'Technology', 'description': 'for individual and types of technology, e.g., food technology, 3D printing'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}];"Hey guys come on join the road 🚲🖤

@GoRideBSC is a Web3 lifestyle app with the combination of #SocialFi #GameFi &amp; #Metaverse

Users buy #NFT Bikes and use it to earn the in-game $RIDE while cycling

https://t.co/Ou2tbfFNEC

https://t.co/YWB0Z4MobO

#MoveToEarn #StepN #Move2Earn https://t.co/oZZe1yzN01";Hey guys come on join the road 🚲🖤 is a Web3 lifestyle app with the combination of #SocialFi #GameFi &amp #Metaverse Users buy #NFT Bikes and use it to earn the in-game $RIDE while cycling https://t.co/Ou2tbfFNEC https://t.co/YWB0Z4MobO #MoveToEarn #StepN #Move2Earn https://t.co/oZZe1yzN01;[{'label': 'Positive', 'score': 0.678623616695404}];Positive;0.678623616695404;2022-05-10
4567;1524041152240001024;https://twitter.com/twitter/statuses/1524041152240001024;2022-05-10 14:58:20+00:00;1397073609739235331;1524041152240001024;;1;4;0;0;[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1007360414114435072', 'name': 'Bitcoin cryptocurrency', 'description': 'Bitcoin Cryptocurrency'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '913142676819648512', 'name': 'Cryptocurrencies', 'description': 'Cryptocurrency'}}, {'domain': {'id': '174', 'name': 'Digital Assets & Crypto', 'description': 'For cryptocurrency entities'}, 'entity': {'id': '1007360414114435072', 'name': 'Bitcoin cryptocurrency', 'description': 'Bitcoin Cryptocurrency'}}];"🎉VIP Future-token Signal 🎉
$GMT+20%🔥

✅ 🎯Target 2 Hit

Buy Price: $2
Highest Price: $1.92
Holding Time: 15MIN
Want to join VIP DM
#GMT #Altcoins #BTC #Signals #STEPN #nowhereDAO https://t.co/u1RJbDV4Xo";🎉VIP Future-token Signal 🎉 $GMT+20%🔥 🎯Target 2 Hit Buy Price $2 Highest Price $1.92 Holding Time 15MIN Want to join VIP DM #GMT #Altcoins #BTC #Signals #STEPN #nowhereDAO https://t.co/u1RJbDV4Xo;[{'label': 'Positive', 'score': 0.8662846684455872}];Positive;0.8662846684455872;2022-05-10
4671;1524048860095549441;https://twitter.com/twitter/statuses/1524048860095549441;2022-05-10 15:28:58+00:00;999128303179976704;1524048860095549441;;2;6;0;0;[];listed my stepn shoe at floor to buy a better one, it sold in seconds;listed my stepn shoe at floor to buy a better one it sold in seconds;[{'label': 'Neutral', 'score': 0.527615487575531}];Neutral;0.527615487575531;2022-05-10
4686;1524053344955863040;https://twitter.com/twitter/statuses/1524053344955863040;2022-05-10 15:46:47+00:00;1350479169034006531;1524053344955863040;;5;18;1;1;[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1219731836315660289', 'name': 'Tool', 'description': 'Rock Music'}}, {'domain': {'id': '54', 'name': 'Musician', 'description': 'A musician in the world, like Adele or Bob Dylan'}, 'entity': {'id': '1219731836315660289', 'name': 'Tool', 'description': 'Rock Music'}}, {'domain': {'id': '55', 'name': 'Music Genre', 'description': 'A category for a musical style, like Pop, Rock, or Rap'}, 'entity': {'id': '806571747730341888', 'name': 'Rock', 'description': 'Rock'}}];Sneaker minting costs in STEPN are now dynamically changing based on $GST price. It is now live in the STEPN app. Good thing @bweber10 works overtime at WorkItWallet and we got our minting tool updated! Check it out and give us some feedback. #STEPN https://t.co/djKYXu04eu;Sneaker minting costs in STEPN are now dynamically changing based on $GST price It is now live in the STEPN app Good thing works overtime at WorkItWallet and we got our minting tool updated Check it out and give us some feedback #STEPN https://t.co/djKYXu04eu;[{'label': 'Positive', 'score': 0.8888959288597107}];Positive;0.8888959288597107;2022-05-10
4684;1524053460555288576;https://twitter.com/twitter/statuses/1524053460555288576;2022-05-10 15:47:15+00:00;1387345457467170823;1524053460555288576;;7;132;50;0;[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596148793345', 'name': 'Business & finance'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596794716162', 'name': 'Financial services'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1007356280296488961', 'name': 'Ada cryptocurrency', 'description': 'Ada Cryptocurrency'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1007360414114435072', 'name': 'Bitcoin cryptocurrency', 'description': 'Bitcoin Cryptocurrency'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1007361429752594432', 'name': 'Ethereum cryptocurrency', 'description': 'Ethereum Cryptocurrency'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1139229372198469633', 'name': 'Dogecoin cryptocurrency'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1230878814797828097', 'name': 'Tezos cryptocurrency'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1448236149676261380', 'name': 'Shiba Inu'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '913142676819648512', 'name': 'Cryptocurrencies', 'description': 'Cryptocurrency'}}, {'domain': {'id': '166', 'name': 'Stocks', 'description': 'for individual and types of stocks, e.g., $TRX, $QQQ'}, 'entity': {'id': '1301195966125494272', 'name': '$BTC'}}, {'domain': {'id': '166', 'name': 'Stocks', 'description': 'for individual and types of stocks, e.g., $TRX, $QQQ'}, 'entity': {'id': '1301229157511168001', 'name': '$ETH'}}, {'domain': {'id': '166', 'name': 'Stocks', 'description': 'for individual and types of stocks, e.g., $TRX, $QQQ'}, 'entity': {'id': '1303026843365171206', 'name': '$DOGE'}}, {'domain': {'id': '174', 'name': 'Digital Assets & Crypto', 'description': 'For cryptocurrency entities'}, 'entity': {'id': '1139229372198469633', 'name': 'Dogecoin cryptocurrency'}}, {'domain': {'id': '174', 'name': 'Digital Assets & Crypto', 'description': 'For cryptocurrency entities'}, 'entity': {'id': '1230878814797828097', 'name': 'Tezos cryptocurrency'}}];"Global Metrics Top Coins By Social Mentions 🚀

$BTC - 3M
$ETH - 2M
$XTZ - 479K
$DOGE - 454K
$STEPN - 357K
$CAKE -321K
$SHIB - 291K
$RBXS - 258K
$ADA - 226K
$RARI - 213K

Source : https://t.co/GobVQ5s4nj

Join https://t.co/64FN6tzSU4 🚀 https://t.co/W14qWA58ZG";Global Metrics Top Coins By Social Mentions 🚀 $BTC 3M $ETH 2M $XTZ 479K $DOGE 454K $STEPN 357K $CAKE -321K $SHIB 291K $RBXS 258K $ADA 226K $RARI 213K Source https://t.co/GobVQ5s4nj Join https://t.co/64FN6tzSU4 https://t.co/W14qWA58ZG;[{'label': 'Neutral', 'score': 0.7035161256790161}];Neutral;0.7035161256790161;2022-05-10
4658;1524049159761846273;https://twitter.com/twitter/statuses/1524049159761846273;2022-05-10 15:30:09+00:00;1310572341626314754;1524049159761846273;;14;26;12;0;[];"StepN Day 33! Beautiful day out to move-to-earn despite global market uncertainty. Gross earnings $389.47, net $348.22. Bought the SOL dip of course!  #STEPN 

Follow, like, retweet, and comment for a chance to win a StepN activation code! #STEPNcode https://t.co/lEIOspr2Yg";StepN Day 33 Beautiful day out to move-to-earn despite global market uncertainty Gross earnings $389.47 net $348.22 Bought the SOL dip of course #STEPN Follow like retweet and comment for a chance to win a StepN activation code #STEPNcode https://t.co/lEIOspr2Yg;[{'label': 'Positive', 'score': 0.9321998357772827}];Positive;0.9321998357772827;2022-05-10
4633;1524049879693148160;https://twitter.com/twitter/statuses/1524049879693148160;2022-05-10 15:33:01+00:00;1430809413879746560;1524049879693148160;;5;9;5;0;[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1468157909318045697', 'name': 'Solana cryptocurrency'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '913142676819648512', 'name': 'Cryptocurrencies', 'description': 'Cryptocurrency'}}];"🎉@stepnofficial Giveaway 🎉

🏆 Prizes : 
1x Stepn👟 Activation Code
2x 5 $CRECK (@CetsOnCreck )

🚪Enter:
1⃣. Follow @drou_crypto 
2⃣. Like &amp; Rt

✅Done

⏲️ 24 Hours
#Giveaway #Solana #SolanaNFTs #STEPN #Crypto";🎉 Giveaway 🎉 Prizes 1x Stepn Activation Code 2x 5 $CRECK ( ) 🚪Enter: 1⃣ Follow _crypto 2⃣ Like &amp Rt ✅Done ⏲ 24 Hours #Giveaway #Solana #SolanaNFTs #STEPN #Crypto;[{'label': 'Positive', 'score': 0.757762610912323}];Positive;0.757762610912323;2022-05-10
4625;1524045490794508290;https://twitter.com/twitter/statuses/1524045490794508290;2022-05-10 15:15:35+00:00;127646057;1524045490794508290;;41;68;0;1;[];anyone have an extra STEPN code? 👀;anyone have an extra STEPN code 👀;[{'label': 'Neutral', 'score': 0.8238832354545593}];Neutral;0.8238832354545593;2022-05-10
5045;1524079396742918144;https://twitter.com/twitter/statuses/1524079396742918144;2022-05-10 17:30:18+00:00;1229041833784705028;1524079396742918144;;20;30;4;0;[];"Giveaways 1 code #stepn 

Comment below 
why you need this code. ☺️🤙🏻";Giveaways 1 code #stepn Comment below why you need this code ☺️🤙🏻;[{'label': 'Positive', 'score': 0.7626913785934448}];Positive;0.7626913785934448;2022-05-10
5035;1524079906648641537;https://twitter.com/twitter/statuses/1524079906648641537;2022-05-10 17:32:20+00:00;1022188260880084992;1524079906648641537;1.4390682750406533e+18;1;5;0;0;[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1468157909318045697', 'name': 'Solana cryptocurrency'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '913142676819648512', 'name': 'Cryptocurrencies', 'description': 'Cryptocurrency'}}];"@Stepnofficial 
Commons are updated for dynamic minting prices. 
Please comment if you know prices for uncommons. 

https://t.co/acnx85c0Er

#StepN $GST $GMT $SOL #MoveToEarn #cryptocurrency #NFT https://t.co/JvJDsa12TU";Commons are updated for dynamic minting prices Please comment if you know prices for uncommons https://t.co/acnx85c0Er #StepN $GST $GMT $SOL #MoveToEarn #cryptocurrency #NFT https://t.co/JvJDsa12TU;[{'label': 'Neutral', 'score': 0.8860146999359131}];Neutral;0.8860146999359131;2022-05-10
5003;1524075114077241347;https://twitter.com/twitter/statuses/1524075114077241347;2022-05-10 17:13:17+00:00;1514312882854543366;1523959598092275712;37794688.0;0;7;5;0;[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '913142676819648512', 'name': 'Cryptocurrencies', 'description': 'Cryptocurrency'}}, {'domain': {'id': '165', 'name': 'Technology', 'description': 'for individual and types of technology, e.g., food technology, 3D printing'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}];"@Ralvero @GoRideBSC

 is a Web3 lifestyle app with the combination of #SocialFi, #GameFi &amp; #Metaverse
￼

￼
https://t.co/7o2YjsPvbh

https://t.co/MuazzZErW4

#MoveToEarn #StepN #Move2Earn #NFT #m2e #GMT #RideToEarn #GST #Ride2Earn #PlayToEarn #GoRide";is a Web3 lifestyle app with the combination of #SocialFi #GameFi &amp #Metaverse ￼ ￼ https://t.co/7o2YjsPvbh https://t.co/MuazzZErW4 #MoveToEarn #StepN #Move2Earn #NFT #m2e #GMT #RideToEarn #GST #Ride2Earn #PlayToEarn #GoRide;[{'label': 'Positive', 'score': 0.5614318251609802}];Positive;0.5614318251609802;2022-05-10
4995;1524075535411859456;https://twitter.com/twitter/statuses/1524075535411859456;2022-05-10 17:14:58+00:00;1100485468179886081;1524075535411859456;;3;4;0;0;"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '839159814991167489', 'name': 'Travel', 'description': 'Travel'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '839160129752686593', 'name': 'General Travel', 'description': 'General Travel'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '839161975712067584', 'name': 'Travel Actions', 'description': 'This entity includes all conversations about travel and vacation.'}}]";"Wtf just happened, 
I had just 3k-4k actual steps today 
And the app is showing this, because it counted the 5 hours travelling that i had on bumpy road,
Means i can count max steps on #STEPN https://t.co/77B4YVE1h6";Wtf just happened I had just 3k-4k actual steps today And the app is showing this because it counted the 5 hours travelling that i had on bumpy road, Means i can count max steps on #STEPN https://t.co/77B4YVE1h6;[{'label': 'Neutral', 'score': 0.5279360413551331}];Neutral;0.5279360413551331;2022-05-10
5025;1524074091803824129;https://twitter.com/twitter/statuses/1524074091803824129;2022-05-10 17:09:14+00:00;1514312882854543366;1523999178212401152;352619090.0;1;8;4;0;[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '913142676819648512', 'name': 'Cryptocurrencies', 'description': 'Cryptocurrency'}}, {'domain': {'id': '165', 'name': 'Technology', 'description': 'for individual and types of technology, e.g., food technology, 3D printing'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}];"@CryptoGemsCom @AltcoinGordon
@GoRideBSC

 is a Web3 lifestyle app with the combination of #SocialFi, #GameFi &amp; #Metaverse
￼

￼
https://t.co/7o2YjsPvbh

https://t.co/MuazzZErW4

#MoveToEarn #StepN #Move2Earn #NFT #m2e #GMT #RideToEarn #GST #Ride2Earn #GoRide";is a Web3 lifestyle app with the combination of #SocialFi #GameFi &amp #Metaverse ￼ ￼ https://t.co/7o2YjsPvbh https://t.co/MuazzZErW4 #MoveToEarn #StepN #Move2Earn #NFT #m2e #GMT #RideToEarn #GST #Ride2Earn #GoRide;[{'label': 'Positive', 'score': 0.5442469716072083}];Positive;0.5442469716072083;2022-05-10
5024;1524074124842254336;https://twitter.com/twitter/statuses/1524074124842254336;2022-05-10 17:09:21+00:00;928691337200676864;1524074120958582784;9.286913372006769e+17;6;66;17;3;[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Entity Service related Events domain'}, 'entity': {'id': '1231938152383668224', 'name': 'Earth Day', 'description': 'This entity covers all conversations for all years for Earth Day'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '913142676819648512', 'name': 'Cryptocurrencies', 'description': 'Cryptocurrency'}}, {'domain': {'id': '119', 'name': 'Holiday', 'description': 'Holidays like Christmas or Halloween'}, 'entity': {'id': '1231938152383668224', 'name': 'Earth Day', 'description': 'This entity covers all conversations for all years for Earth Day'}}];"On Earth Day, @Stepnofficial announced the purchase of their first batch of $100K in Carbon Removal Tonnes via Nori, kickstarting their mission towards combating climate change and achieving carbon neutrality. 

#STEPN #gameFi #SocialFi #movetoearn 
https://t.co/rpWTZDMpka";On Earth Day announced the purchase of their first batch of $100K in Carbon Removal Tonnes via Nori kickstarting their mission towards combating climate change and achieving carbon neutrality #STEPN #gameFi #SocialFi #movetoearn https://t.co/rpWTZDMpka;[{'label': 'Positive', 'score': 0.5414010286331177}];Positive;0.5414010286331177;2022-05-10
5016;1524074481706221568;https://twitter.com/twitter/statuses/1524074481706221568;2022-05-10 17:10:47+00:00;1506559699721797640;1524074481706221568;;6;10;7;1;[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1304115130267963392', 'name': 'Binance Coin cryptocurrency'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1468157909318045697', 'name': 'Solana cryptocurrency'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '913142676819648512', 'name': 'Cryptocurrencies', 'description': 'Cryptocurrency'}}, {'domain': {'id': '174', 'name': 'Digital Assets & Crypto', 'description': 'For cryptocurrency entities'}, 'entity': {'id': '1304115130267963392', 'name': 'Binance Coin cryptocurrency'}}];"AC Giveaway. Follow &amp; RT for more 🥰 $gst $gmt #solana #bnb #stepn #Move2Earn @Stepnofficial https://t.co/HP9XbV1mCW";AC Giveaway Follow &amp RT for more $gst $gmt #solana #bnb #stepn #Move2Earn https://t.co/HP9XbV1mCW;[{'label': 'Positive', 'score': 0.5424975156784058}];Positive;0.5424975156784058;2022-05-10
5014;1524074513612390400;https://twitter.com/twitter/statuses/1524074513612390400;2022-05-10 17:10:54+00:00;1514312882854543366;1523987228329926656;4375004836.0;1;9;5;0;[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '913142676819648512', 'name': 'Cryptocurrencies', 'description': 'Cryptocurrency'}}, {'domain': {'id': '165', 'name': 'Technology', 'description': 'for individual and types of technology, e.g., food technology, 3D printing'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}];"@altcryptocom @CryptoGemsCom @AltcoinGordon
@GoRideBSC

 is a Web3 lifestyle app with the combination of #SocialFi, #GameFi &amp; #Metaverse
￼

￼
https://t.co/7o2YjsPvbh

https://t.co/MuazzZErW4

#MoveToEarn #StepN #Move2Earn #NFT #m2e #GMT #RideToEarn #GST #Ride2Earn #PlayToEarn #GoRide";is a Web3 lifestyle app with the combination of #SocialFi #GameFi &amp #Metaverse ￼ ￼ https://t.co/7o2YjsPvbh https://t.co/MuazzZErW4 #MoveToEarn #StepN #Move2Earn #NFT #m2e #GMT #RideToEarn #GST #Ride2Earn #PlayToEarn #GoRide;[{'label': 'Positive', 'score': 0.5614318251609802}];Positive;0.5614318251609802;2022-05-10
5123;1524082378020474886;https://twitter.com/twitter/statuses/1524082378020474886;2022-05-10 17:42:09+00:00;1518258966979043330;1524082378020474886;;300;621;560;1822;[{'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '857879016971186177', 'name': 'Marketing', 'description': 'Marketing'}}, {'domain': {'id': '164', 'name': 'Fields of study', 'description': 'for all fields of study, e.g., futurology, microbiology '}, 'entity': {'id': '1278093262406815744', 'name': 'Fields of study'}}];"We have officially broken 1 million MC, and we are currently at around 1.2 million. Our marketing has proven effective and it shows in our chart 👀

Keep it up Go-Riders! 

#MoveToEarn #StepN #Move2Earn #NFT #m2e #GMT #RideToEarn #GST #Ride2Earn #PlayToEarn #GoRide #P2E $RIDE https://t.co/KGRJUAi925";We have officially broken 1 million MC and we are currently at around 1.2 million Our marketing has proven effective and it shows in our chart 👀 Keep it up Go-Riders #MoveToEarn #StepN #Move2Earn #NFT #m2e #GMT #RideToEarn #GST #Ride2Earn #PlayToEarn #GoRide #P2E $RIDE https://t.co/KGRJUAi925;[{'label': 'Positive', 'score': 0.9694278240203857}];Positive;0.9694278240203857;2022-05-10
